season,date,division,home_team,away_team,home_goals,away_goals,full_time_result,depor_venue,depor_goals_for,depor_goals_against,depor_result,source_url,half_time_home_goals,half_time_away_goals,half_time_result
1997-98,1998-02-01,SP1,Santander,La Coruna,0,1,A,A,1,0,W,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,0,D
1997-98,1998-02-08,SP1,La Coruna,Real Madrid,2,2,D,H,2,2,D,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,2,1,H
1997-98,1998-02-14,SP1,Valladolid,La Coruna,1,0,H,A,0,1,L,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,0,D
1997-98,1998-02-22,SP1,La Coruna,Ath Bilbao,3,0,H,H,3,0,W,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,0,D
1997-98,1998-03-01,SP1,Celta,La Coruna,2,1,H,A,1,2,L,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,1,A
1997-98,1998-03-08,SP1,La Coruna,Oviedo,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,1,0,H
1997-98,1998-03-15,SP1,Merida,La Coruna,1,0,H,A,0,1,L,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,1,0,H
1997-98,1998-03-22,SP1,La Coruna,Zaragoza,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,1,0,H
1997-98,1998-03-29,SP1,Espanol,La Coruna,2,0,H,A,0,2,L,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,1,0,H
1997-98,1998-04-04,SP1,La Coruna,Betis,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,0,D
1997-98,1998-04-11,SP1,Ath Madrid,La Coruna,3,0,H,A,0,3,L,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,3,0,H
1997-98,1998-04-19,SP1,La Coruna,Salamanca,1,0,H,H,1,0,W,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,0,D
1997-98,1998-04-27,SP1,Sociedad,La Coruna,1,1,D,A,1,1,D,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,1,A
1997-98,1998-05-02,SP1,La Coruna,Valencia,1,2,A,H,1,2,L,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,0,D
1997-98,1998-05-10,SP1,La Coruna,Compostela,2,6,A,H,2,6,L,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,2,2,D
1997-98,1998-05-16,SP1,Sp Gijon,La Coruna,0,3,A,A,3,0,W,https://www.football-data.co.uk/mmz4281/9798/SP1.csv,0,1,A
1998-99,1998-08-30,SP1,Celta,La Coruna,0,0,D,A,0,0,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1998-09-12,SP1,La Coruna,Valencia,1,0,H,H,1,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,0,H
1998-99,1998-09-20,SP1,Salamanca,La Coruna,3,1,H,A,1,3,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,0,H
1998-99,1998-09-27,SP1,La Coruna,Espanol,1,0,H,H,1,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1998-10-04,SP1,Sociedad,La Coruna,2,0,H,A,0,2,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,0,H
1998-99,1998-10-18,SP1,La Coruna,Oviedo,4,0,H,H,4,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,3,0,H
1998-99,1998-10-25,SP1,Tenerife,La Coruna,1,1,D,A,1,1,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,0,H
1998-99,1998-11-01,SP1,La Coruna,Mallorca,1,1,D,H,1,1,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,1,D
1998-99,1998-11-08,SP1,Ath Madrid,La Coruna,1,1,D,A,1,1,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1998-11-15,SP1,La Coruna,Alaves,2,2,D,H,2,2,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,1,D
1998-99,1998-11-22,SP1,La Coruna,Villareal,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,1,D
1998-99,1998-11-29,SP1,Valladolid,La Coruna,0,1,A,A,1,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1998-12-05,SP1,La Coruna,Barcelona,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1998-12-13,SP1,Ath Bilbao,La Coruna,2,1,H,A,1,2,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,1,D
1998-99,1998-12-19,SP1,La Coruna,Betis,2,2,D,H,2,2,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,1,D
1998-99,1999-01-03,SP1,Zaragoza,La Coruna,3,1,H,A,1,3,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-01-10,SP1,La Coruna,Santander,1,2,A,H,1,2,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-01-17,SP1,Extremadura,La Coruna,1,2,A,A,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-01-24,SP1,La Coruna,Real Madrid,4,0,H,H,4,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,3,0,H
1998-99,1999-01-31,SP1,La Coruna,Celta,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,2,0,H
1998-99,1999-02-06,SP1,Valencia,La Coruna,0,0,D,A,0,0,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1999-02-13,SP1,La Coruna,Salamanca,1,0,H,H,1,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1999-02-21,SP1,Espanol,La Coruna,2,2,D,A,2,2,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,0,H
1998-99,1999-02-28,SP1,La Coruna,Sociedad,0,1,A,H,0,1,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1999-03-06,SP1,Oviedo,La Coruna,1,2,A,A,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-03-14,SP1,La Coruna,Tenerife,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,0,H
1998-99,1999-03-21,SP1,Mallorca,La Coruna,1,2,A,A,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-04-03,SP1,La Coruna,Ath Madrid,1,1,D,H,1,1,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-04-11,SP1,Alaves,La Coruna,2,1,H,A,1,2,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,1,D
1998-99,1999-04-18,SP1,Villareal,La Coruna,1,2,A,A,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,2,A
1998-99,1999-04-25,SP1,La Coruna,Valladolid,3,0,H,H,3,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,2,0,H
1998-99,1999-05-02,SP1,Barcelona,La Coruna,4,0,H,A,0,4,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,3,0,H
1998-99,1999-05-09,SP1,La Coruna,Ath Bilbao,1,1,D,H,1,1,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-05-16,SP1,Betis,La Coruna,0,3,A,A,3,0,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,2,A
1998-99,1999-05-23,SP1,La Coruna,Zaragoza,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,1,0,H
1998-99,1999-05-30,SP1,Santander,La Coruna,1,1,D,A,1,1,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,0,D
1998-99,1999-06-12,SP1,La Coruna,Extremadura,1,1,D,H,1,1,D,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,0,1,A
1998-99,1999-06-20,SP1,Real Madrid,La Coruna,3,1,H,A,1,3,L,https://www.football-data.co.uk/mmz4281/9899/SP1.csv,2,0,H
1999-00,1999-08-22,SP1,La Coruna,Alaves,4,1,H,H,4,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,3,1,H
1999-00,1999-08-29,SP1,Betis,La Coruna,0,0,D,A,0,0,D,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,1999-09-11,SP1,La Coruna,Valladolid,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,0,H
1999-00,1999-09-18,SP1,Real Madrid,La Coruna,1,1,D,A,1,1,D,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,1999-09-26,SP1,La Coruna,Numancia,0,2,A,H,0,2,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,1,A
1999-00,1999-10-03,SP1,Ath Bilbao,La Coruna,2,3,A,A,3,2,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,1,A
1999-00,1999-10-12,SP1,Mallorca,La Coruna,2,2,D,A,2,2,D,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,1999-10-16,SP1,La Coruna,Malaga,4,1,H,H,4,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,1,D
1999-00,1999-10-23,SP1,Valencia,La Coruna,2,0,H,A,0,2,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,1999-10-30,SP1,La Coruna,Barcelona,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,0,H
1999-00,1999-11-07,SP1,Oviedo,La Coruna,0,1,A,A,1,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,1999-11-22,SP1,La Coruna,Sevilla,5,2,H,H,5,2,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,1,H
1999-00,1999-11-28,SP1,Ath Madrid,La Coruna,1,3,A,A,3,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,3,A
1999-00,1999-12-05,SP1,La Coruna,Vallecano,3,2,H,H,3,2,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,3,1,H
1999-00,1999-12-12,SP1,Sociedad,La Coruna,0,1,A,A,1,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,1,A
1999-00,1999-12-18,SP1,La Coruna,Celta,1,0,H,H,1,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,1999-12-22,SP1,Zaragoza,La Coruna,2,1,H,A,1,2,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-01-05,SP1,La Coruna,Santander,0,3,A,H,0,3,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,1,A
1999-00,2000-01-08,SP1,Espanol,La Coruna,0,0,D,A,0,0,D,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,2000-01-16,SP1,Alaves,La Coruna,2,1,H,A,1,2,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-01-22,SP1,La Coruna,Betis,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-01-30,SP1,Valladolid,La Coruna,4,1,H,A,1,4,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-02-06,SP1,La Coruna,Real Madrid,5,2,H,H,5,2,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,1,H
1999-00,2000-02-13,SP1,Numancia,La Coruna,1,0,H,A,0,1,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,2000-02-19,SP1,La Coruna,Ath Bilbao,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-02-27,SP1,La Coruna,Mallorca,2,1,H,H,2,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-03-05,SP1,Malaga,La Coruna,1,0,H,A,0,1,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-03-12,SP1,La Coruna,Valencia,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-03-18,SP1,Barcelona,La Coruna,2,1,H,A,1,2,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,0,H
1999-00,2000-03-26,SP1,La Coruna,Oviedo,3,1,H,H,3,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,0,H
1999-00,2000-04-02,SP1,Sevilla,La Coruna,1,3,A,A,3,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,2,A
1999-00,2000-04-08,SP1,La Coruna,Ath Madrid,4,1,H,H,4,1,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,3,0,H
1999-00,2000-04-16,SP1,Vallecano,La Coruna,2,0,H,A,0,2,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-04-23,SP1,La Coruna,Sociedad,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,0,H
1999-00,2000-04-30,SP1,Celta,La Coruna,2,1,H,A,1,2,L,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,1,0,H
1999-00,2000-05-07,SP1,La Coruna,Zaragoza,2,2,D,H,2,2,D,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,2000-05-14,SP1,Santander,La Coruna,0,0,D,A,0,0,D,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,0,0,D
1999-00,2000-05-19,SP1,La Coruna,Espanol,2,0,H,H,2,0,W,https://www.football-data.co.uk/mmz4281/9900/SP1.csv,2,0,H
